Genotype,Sample,Cytokine,Treatment,Concentration,Avg.Cupri.Neg.All
XYT,168,IL-15,Control,29.4,45.90052632
XYT,159,IL-15,Control,39.39,45.90052632
XXO,202,IL-15,Cuprizone,36.6,45.90052632
XXO,203,IL-15,Cuprizone,30.87,45.90052632
XXO,204,IL-15,Cuprizone,33.76,45.90052632
XXO,164,IL-15,Cuprizone,30.87,45.90052632
XYO,176,IL-15,Cuprizone,36.6,45.90052632
XYO,179,IL-15,Cuprizone,35.19,45.90052632
XYO,185,IL-15,Cuprizone,27.91,45.90052632
XYO,177,IL-15,Cuprizone,40.77,45.90052632
XXT,178,IL-15,Cuprizone,43.49,45.90052632
XXT,193,IL-15,Cuprizone,30.87,45.90052632
XXT,184,IL-15,Cuprizone,32.32,45.90052632
XXT,175,IL-15,Cuprizone,27.91,45.90052632
XXT,181,IL-15,Cuprizone,36.6,45.90052632
XXT,182,IL-15,Cuprizone,36.6,45.90052632
XYT,186,IL-15,Cuprizone,32.32,45.90052632
XYT,187,IL-15,Cuprizone,24.88,45.90052632
XYT,183,IL-15,Cuprizone,29.4,45.90052632
XYT,180,IL-15,Cuprizone,29.4,45.90052632
XYO,172,IL-15,Control,82.36,45.90052632
XYO,173,IL-15,Control,56.62,45.90052632
XYO,174,IL-15,Control,64.18,45.90052632
XXO,859,IL-17a,Control,32,16.23842105
XXO,839,IL-17a,Control,39.24,16.23842105
XXO,895,IL-17a,Control,20.31,16.23842105
XXO,199,IL-17a,Control,17.97,16.23842105
XXO,201,IL-17a,Control,25.05,16.23842105
XYO,154,IL-17a,Control,20.38,16.23842105
XYO,155,IL-17a,Control,23.84,16.23842105
XXT,153,IL-17a,Control,14.77,16.23842105
XXT,162,IL-17a,Control,9.19,16.23842105
XXT,170,IL-17a,Control,24.92,16.23842105
XXT,158,IL-17a,Control,14.21,16.23842105
XXT,160,IL-17a,Control,25.85,16.23842105
XYT,165,IL-17a,Control,6.33,16.23842105
XYT,167,IL-17a,Control,9.32,16.23842105
XYT,168,IL-17a,Control,9.74,16.23842105
XYT,159,IL-17a,Control,9.05,16.23842105
XXO,202,IL-17a,Cuprizone,9.88,16.23842105
XXO,203,IL-17a,Cuprizone,13.51,16.23842105
XXO,204,IL-17a,Cuprizone,7.41,16.23842105
XXO,164,IL-17a,Cuprizone,18.66,16.23842105
XYO,176,IL-17a,Cuprizone,6.87,16.23842105
XYO,179,IL-17a,Cuprizone,10.57,16.23842105
XYO,185,IL-17a,Cuprizone,7.41,16.23842105
XYO,177,IL-17a,Cuprizone,6.73,16.23842105
XXT,178,IL-17a,Cuprizone,13.79,16.23842105
XXT,193,IL-17a,Cuprizone,9.74,16.23842105
XXT,184,IL-17a,Cuprizone,10.85,16.23842105
XXT,175,IL-17a,Cuprizone,5.67,16.23842105
XXT,181,IL-17a,Cuprizone,8.91,16.23842105
XXT,182,IL-17a,Cuprizone,7.13,16.23842105
XYT,186,IL-17a,Cuprizone,6.53,16.23842105
XYT,187,IL-17a,Cuprizone,8.64,16.23842105
XYT,183,IL-17a,Cuprizone,6.2,16.23842105
XYT,180,IL-17a,Cuprizone,7.95,16.23842105
XYO,172,IL-17a,Control,2.12,16.23842105
XYO,173,IL-17a,Control,2.12,16.23842105
XYO,174,IL-17a,Control,2.12,16.23842105
XXO,859,IP-10,Control,38.56,40.83631579
XXO,839,IP-10,Control,18.79,40.83631579
XXO,895,IP-10,Control,25.92,40.83631579
XXO,199,IP-10,Control,43.42,40.83631579
XXO,201,IP-10,Control,59.4,40.83631579
XYO,154,IP-10,Control,54.42,40.83631579
XYO,155,IP-10,Control,66.8,40.83631579
XXT,153,IP-10,Control,29.47,40.83631579
XXT,162,IP-10,Control,24.25,40.83631579
XXT,170,IP-10,Control,30.13,40.83631579
XXT,158,IP-10,Control,28.42,40.83631579
XXT,160,IP-10,Control,26.98,40.83631579
XYT,165,IP-10,Control,78.17,40.83631579
XYT,167,IP-10,Control,36.94,40.83631579
XYT,168,IP-10,Control,37.48,40.83631579
XYT,159,IP-10,Control,43.03,40.83631579
XXO,202,IP-10,Cuprizone,148.4,40.83631579
XXO,203,IP-10,Cuprizone,190.33,40.83631579
XXO,204,IP-10,Cuprizone,258.02,40.83631579
XXO,164,IP-10,Cuprizone,241.99,40.83631579
XYO,176,IP-10,Cuprizone,235.44,40.83631579
XYO,179,IP-10,Cuprizone,198.55,40.83631579
XYO,185,IP-10,Cuprizone,229.66,40.83631579
XYO,177,IP-10,Cuprizone,253.41,40.83631579
XXT,178,IP-10,Cuprizone,31.63,40.83631579
XXT,193,IP-10,Cuprizone,199.04,40.83631579
XXT,184,IP-10,Cuprizone,189.71,40.83631579
XXT,175,IP-10,Cuprizone,289.78,40.83631579
XXT,181,IP-10,Cuprizone,307.55,40.83631579
XXT,182,IP-10,Cuprizone,181.37,40.83631579
XYT,186,IP-10,Cuprizone,324.42,40.83631579
XYT,187,IP-10,Cuprizone,168.42,40.83631579
XYT,183,IP-10,Cuprizone,150.58,40.83631579
XYT,180,IP-10,Cuprizone,113.79,40.83631579
XYO,172,IP-10,Control,49.57,40.83631579
XYO,173,IP-10,Control,71.44,40.83631579
XYO,174,IP-10,Control,12.7,40.83631579
XXO,859,KC,Control,26.1,18.01578947
XXO,839,KC,Control,33.72,18.01578947
XXO,895,KC,Control,23.33,18.01578947
XXO,199,KC,Control,29.73,18.01578947
XXO,201,KC,Control,21.45,18.01578947
XYO,154,KC,Control,28.83,18.01578947
XYO,155,KC,Control,24.26,18.01578947
XXT,153,KC,Control,15.22,18.01578947
XXT,162,KC,Control,12.78,18.01578947
XXT,170,KC,Control,23.79,18.01578947
XXT,158,KC,Control,12.78,18.01578947
XXT,160,KC,Control,21.45,18.01578947
XYT,165,KC,Control,9.35,18.01578947
XYT,167,KC,Control,17.4,18.01578947
XYT,168,KC,Control,18.12,18.01578947
XYT,159,KC,Control,11.8,18.01578947
XXO,202,KC,Cuprizone,13.76,18.01578947
XXO,203,KC,Cuprizone,19.08,18.01578947
XXO,204,KC,Cuprizone,14.25,18.01578947
XXO,164,KC,Cuprizone,23.33,18.01578947
XYO,176,KC,Cuprizone,12.29,18.01578947
XYO,179,KC,Cuprizone,20.5,18.01578947
XYO,185,KC,Cuprizone,14.73,18.01578947
XYO,177,KC,Cuprizone,16.67,18.01578947
XXT,178,KC,Cuprizone,21.92,18.01578947
XXT,193,KC,Cuprizone,14.73,18.01578947
XXT,184,KC,Cuprizone,21.21,18.01578947
XXT,175,KC,Cuprizone,14.98,18.01578947
XXT,181,KC,Cuprizone,20.27,18.01578947
XXT,182,KC,Cuprizone,10.82,18.01578947
XYT,186,KC,Cuprizone,11.8,18.01578947
XYT,187,KC,Cuprizone,14.25,18.01578947
XYT,183,KC,Cuprizone,8.38,18.01578947
XYT,180,KC,Cuprizone,15.22,18.01578947
XYO,172,KC,Control,5.96,18.01578947
XYO,173,KC,Control,5.02,18.01578947
XYO,174,KC,Control,1.21,18.01578947
XXO,859,MCP-1,Control,25.79,26.89789474
XXO,839,MCP-1,Control,25.79,26.89789474
XXO,895,MCP-1,Control,25.79,26.89789474
XXO,199,MCP-1,Control,50.85,26.89789474
XXO,201,MCP-1,Control,30.5,26.89789474
XYO,154,MCP-1,Control,30.5,26.89789474
XYO,155,MCP-1,Control,30.5,26.89789474
XXT,153,MCP-1,Control,25.79,26.89789474
XXT,162,MCP-1,Control,25.79,26.89789474
XXT,170,MCP-1,Control,20.79,26.89789474
XXT,158,MCP-1,Control,20.79,26.89789474
XXT,160,MCP-1,Control,20.79,26.89789474
XYT,165,MCP-1,Control,25.79,26.89789474
XYT,167,MCP-1,Control,54.44,26.89789474
XYT,168,MCP-1,Control,20.79,26.89789474
XYT,159,MCP-1,Control,30.5,26.89789474
XXO,202,MCP-1,Cuprizone,30.5,26.89789474
XXO,203,MCP-1,Cuprizone,20.79,26.89789474
XXO,204,MCP-1,Cuprizone,30.5,26.89789474
XXO,164,MCP-1,Cuprizone,25.79,26.89789474
XYO,176,MCP-1,Cuprizone,30.5,26.89789474
XYO,179,MCP-1,Cuprizone,34.96,26.89789474
XYO,185,MCP-1,Cuprizone,30.5,26.89789474
XYO,177,MCP-1,Cuprizone,34.96,26.89789474
XXT,178,MCP-1,Cuprizone,25.79,26.89789474
XXT,193,MCP-1,Cuprizone,25.79,26.89789474
XXT,184,MCP-1,Cuprizone,20.79,26.89789474
XXT,175,MCP-1,Cuprizone,25.79,26.89789474
XXT,181,MCP-1,Cuprizone,30.5,26.89789474
XXT,182,MCP-1,Cuprizone,25.79,26.89789474
XYT,186,MCP-1,Cuprizone,25.79,26.89789474
XYT,187,MCP-1,Cuprizone,20.79,26.89789474
XYT,183,MCP-1,Cuprizone,20.79,26.89789474
XYT,180,MCP-1,Cuprizone,39.2,26.89789474
XYO,172,MCP-1,Control,15.44,26.89789474
XYO,173,MCP-1,Control,20.79,26.89789474
XYO,174,MCP-1,Control,9.64,26.89789474
XXO,859,MIP-1a,Control,125.24,81.01368421
XXO,839,MIP-1a,Control,139.46,81.01368421
XXO,895,MIP-1a,Control,89.48,81.01368421
XXO,199,MIP-1a,Control,193.65,81.01368421
XXO,201,MIP-1a,Control,81.59,81.01368421
XYO,154,MIP-1a,Control,70.31,81.01368421
XYO,155,MIP-1a,Control,115.58,81.01368421
XXT,153,MIP-1a,Control,56.7,81.01368421
XXT,162,MIP-1a,Control,67.81,81.01368421
XXT,170,MIP-1a,Control,67.81,81.01368421
XXT,158,MIP-1a,Control,56.7,81.01368421
XXT,160,MIP-1a,Control,56.7,81.01368421
XYT,165,MIP-1a,Control,46.79,81.01368421
XYT,167,MIP-1a,Control,63.87,81.01368421
XYT,168,MIP-1a,Control,97.47,81.01368421
XYT,159,MIP-1a,Control,63.87,81.01368421
XXO,202,MIP-1a,Cuprizone,63.87,81.01368421
XXO,203,MIP-1a,Cuprizone,75.05,81.01368421
XXO,204,MIP-1a,Cuprizone,73.89,81.01368421
XXO,164,MIP-1a,Cuprizone,70.31,81.01368421
XYO,176,MIP-1a,Cuprizone,71.52,81.01368421
XYO,179,MIP-1a,Cuprizone,118.26,81.01368421
XYO,185,MIP-1a,Cuprizone,81.59,81.01368421
XYO,177,MIP-1a,Cuprizone,86.62,81.01368421
XXT,178,MIP-1a,Cuprizone,58.2,81.01368421
XXT,193,MIP-1a,Cuprizone,59.66,81.01368421
XXT,184,MIP-1a,Cuprizone,62.5,81.01368421
XXT,175,MIP-1a,Cuprizone,71.52,81.01368421
XXT,181,MIP-1a,Cuprizone,79.48,81.01368421
XXT,182,MIP-1a,Cuprizone,70.31,81.01368421
XYT,186,MIP-1a,Cuprizone,71.52,81.01368421
XYT,187,MIP-1a,Cuprizone,75.05,81.01368421
XYT,183,MIP-1a,Cuprizone,55.16,81.01368421
XYT,180,MIP-1a,Cuprizone,110.68,81.01368421
XYO,172,MIP-1a,Control,43.07,81.01368421
XYO,173,MIP-1a,Control,58.2,81.01368421
XYO,174,MIP-1a,Control,44.96,81.01368421
XXO,859,MIP-1b,Control,29.48,26.05052632
XXO,839,MIP-1b,Control,29.48,26.05052632
XXO,895,MIP-1b,Control,28.3,26.05052632
XXO,199,MIP-1b,Control,25.83,26.05052632
XXO,201,MIP-1b,Control,28.3,26.05052632
XYO,154,MIP-1b,Control,36.34,26.05052632
XYO,155,MIP-1b,Control,32.79,26.05052632
XXT,153,MIP-1b,Control,31.72,26.05052632
XXT,162,MIP-1b,Control,23.17,26.05052632
XXT,170,MIP-1b,Control,28.3,26.05052632
XXT,158,MIP-1b,Control,20.28,26.05052632
XXT,160,MIP-1b,Control,20.28,26.05052632
XYT,165,MIP-1b,Control,30.61,26.05052632
XYT,167,MIP-1b,Control,34.86,26.05052632
XYT,168,MIP-1b,Control,18.73,26.05052632
XYT,159,MIP-1b,Control,30.61,26.05052632
XXO,202,MIP-1b,Cuprizone,71.23,26.05052632
XXO,203,MIP-1b,Cuprizone,96.01,26.05052632
XXO,204,MIP-1b,Cuprizone,116.79,26.05052632
XXO,164,MIP-1b,Cuprizone,95.68,26.05052632
XYO,176,MIP-1b,Cuprizone,99.92,26.05052632
XYO,179,MIP-1b,Cuprizone,72.9,26.05052632
XYO,185,MIP-1b,Cuprizone,116.79,26.05052632
XYO,177,MIP-1b,Cuprizone,179.77,26.05052632
XXT,178,MIP-1b,Cuprizone,30.61,26.05052632
XXT,193,MIP-1b,Cuprizone,86.02,26.05052632
XXT,184,MIP-1b,Cuprizone,81.25,26.05052632
XXT,175,MIP-1b,Cuprizone,104.24,26.05052632
XXT,181,MIP-1b,Cuprizone,114.15,26.05052632
XXT,182,MIP-1b,Cuprizone,70.01,26.05052632
XYT,186,MIP-1b,Cuprizone,114.69,26.05052632
XYT,187,MIP-1b,Cuprizone,57.34,26.05052632
XYT,183,MIP-1b,Cuprizone,61.51,26.05052632
XYT,180,MIP-1b,Cuprizone,51.43,26.05052632
XYO,172,MIP-1b,Control,15.34,26.05052632
XYO,173,MIP-1b,Control,17.08,26.05052632
XYO,174,MIP-1b,Control,13.46,26.05052632
XXO,859,MCSF,Control,3.17,4.735263158
XXO,839,MCSF,Control,3.62,4.735263158
XXO,895,MCSF,Control,4.09,4.735263158
XXO,199,MCSF,Control,3.62,4.735263158
XXO,201,MCSF,Control,4.58,4.735263158
XYO,154,MCSF,Control,6.69,4.735263158
XYO,155,MCSF,Control,6.14,4.735263158
XXT,153,MCSF,Control,4.58,4.735263158
XXT,162,MCSF,Control,5.09,4.735263158
XXT,170,MCSF,Control,4.58,4.735263158
XXT,158,MCSF,Control,5.09,4.735263158
XXT,160,MCSF,Control,4.09,4.735263158
XYT,165,MCSF,Control,5.09,4.735263158
XYT,167,MCSF,Control,8.99,4.735263158
XYT,168,MCSF,Control,4.09,4.735263158
XYT,159,MCSF,Control,4.58,4.735263158
XXO,202,MCSF,Cuprizone,6.69,4.735263158
XXO,203,MCSF,Cuprizone,6.69,4.735263158
XXO,204,MCSF,Cuprizone,10.8,4.735263158
XXO,164,MCSF,Cuprizone,7.82,4.735263158
XYO,176,MCSF,Cuprizone,8.99,4.735263158
XYO,179,MCSF,Cuprizone,6.69,4.735263158
XYO,185,MCSF,Cuprizone,11.41,4.735263158
XYO,177,MCSF,Cuprizone,15.22,4.735263158
XXT,178,MCSF,Cuprizone,2.48,4.735263158
XXT,193,MCSF,Cuprizone,8.11,4.735263158
XXT,184,MCSF,Cuprizone,7.82,4.735263158
XXT,175,MCSF,Cuprizone,8.4,4.735263158
XXT,181,MCSF,Cuprizone,12.67,4.735263158
XXT,182,MCSF,Cuprizone,6.69,4.735263158
XYT,186,MCSF,Cuprizone,12.04,4.735263158
XYT,187,MCSF,Cuprizone,4.58,4.735263158
XYT,183,MCSF,Cuprizone,4.09,4.735263158
XYT,180,MCSF,Cuprizone,4.09,4.735263158
XYO,172,MCSF,Control,3.62,4.735263158
XYO,173,MCSF,Control,5.09,4.735263158
XYO,174,MCSF,Control,3.17,4.735263158
XXO,859,MIP-2,Control,20.71,25.11736842
XXO,839,MIP-2,Control,20.71,25.11736842
XXO,895,MIP-2,Control,20.71,25.11736842
XXO,199,MIP-2,Control,20.71,25.11736842
XXO,201,MIP-2,Control,25.15,25.11736842
XYO,154,MIP-2,Control,29.3,25.11736842
XYO,155,MIP-2,Control,29.3,25.11736842
XXT,153,MIP-2,Control,25.15,25.11736842
XXT,162,MIP-2,Control,20.71,25.11736842
XXT,170,MIP-2,Control,25.15,25.11736842
XXT,158,MIP-2,Control,15.87,25.11736842
XXT,160,MIP-2,Control,15.87,25.11736842
XYT,165,MIP-2,Control,22.97,25.11736842
XYT,167,MIP-2,Control,50.8,25.11736842
XYT,168,MIP-2,Control,18.35,25.11736842
XYT,159,MIP-2,Control,25.15,25.11736842
XXO,202,MIP-2,Cuprizone,20.71,25.11736842
XXO,203,MIP-2,Cuprizone,20.71,25.11736842
XXO,204,MIP-2,Cuprizone,29.3,25.11736842
XXO,164,MIP-2,Cuprizone,20.71,25.11736842
XYO,176,MIP-2,Cuprizone,29.3,25.11736842
XYO,179,MIP-2,Cuprizone,29.3,25.11736842
XYO,185,MIP-2,Cuprizone,29.3,25.11736842
XYO,177,MIP-2,Cuprizone,25.15,25.11736842
XXT,178,MIP-2,Cuprizone,20.71,25.11736842
XXT,193,MIP-2,Cuprizone,20.71,25.11736842
XXT,184,MIP-2,Cuprizone,20.71,25.11736842
XXT,175,MIP-2,Cuprizone,25.15,25.11736842
XXT,181,MIP-2,Cuprizone,29.3,25.11736842
XXT,182,MIP-2,Cuprizone,25.15,25.11736842
XYT,186,MIP-2,Cuprizone,29.3,25.11736842
XYT,187,MIP-2,Cuprizone,15.87,25.11736842
XYT,183,MIP-2,Cuprizone,20.71,25.11736842
XYT,180,MIP-2,Cuprizone,20.71,25.11736842
XYO,172,MIP-2,Control,29.3,25.11736842
XYO,173,MIP-2,Control,40.61,25.11736842
XYO,174,MIP-2,Control,20.71,25.11736842
XXO,859,MIG,Control,5.36,4.633157895
XXO,839,MIG,Control,4.98,4.633157895
XXO,895,MIG,Control,2.55,4.633157895
XXO,199,MIG,Control,4.6,4.633157895
XXO,201,MIG,Control,4.98,4.633157895
XYO,154,MIG,Control,5.36,4.633157895
XYO,155,MIG,Control,6.15,4.633157895
XXT,153,MIG,Control,3.15,4.633157895
XXT,162,MIG,Control,3.86,4.633157895
XXT,170,MIG,Control,2.55,4.633157895
XXT,158,MIG,Control,3.5,4.633157895
XXT,160,MIG,Control,2.55,4.633157895
XYT,165,MIG,Control,3.15,4.633157895
XYT,167,MIG,Control,5.36,4.633157895
XYT,168,MIG,Control,2.55,4.633157895
XYT,159,MIG,Control,2.55,4.633157895
XXO,202,MIG,Cuprizone,3.86,4.633157895
XXO,203,MIG,Cuprizone,6.15,4.633157895
XXO,204,MIG,Cuprizone,10.69,4.633157895
XXO,164,MIG,Cuprizone,14.91,4.633157895
XYO,176,MIG,Cuprizone,17.43,4.633157895
XYO,179,MIG,Cuprizone,9.43,4.633157895
XYO,185,MIG,Cuprizone,5.36,4.633157895
XYO,177,MIG,Cuprizone,5.75,4.633157895
XXT,178,MIG,Cuprizone,2.55,4.633157895
XXT,193,MIG,Cuprizone,3.86,4.633157895
XXT,184,MIG,Cuprizone,6.55,4.633157895
XXT,175,MIG,Cuprizone,12.37,4.633157895
XXT,181,MIG,Cuprizone,9.85,4.633157895
XXT,182,MIG,Cuprizone,11.95,4.633157895
XYT,186,MIG,Cuprizone,5.75,4.633157895
XYT,187,MIG,Cuprizone,3.86,4.633157895
XYT,183,MIG,Cuprizone,4.22,4.633157895
XYT,180,MIG,Cuprizone,7.77,4.633157895
XYO,172,MIG,Control,6.95,4.633157895
XYO,173,MIG,Control,15.33,4.633157895
XYO,174,MIG,Control,2.55,4.633157895
XXO,859,VEGF,Control,4.86,6.122105263
XXO,839,VEGF,Control,4.55,6.122105263
XXO,895,VEGF,Control,9.29,6.122105263
XXO,199,VEGF,Control,7.65,6.122105263
XXO,201,VEGF,Control,2.34,6.122105263
XYO,154,VEGF,Control,3.87,6.122105263
XYO,155,VEGF,Control,4.78,6.122105263
XXT,153,VEGF,Control,2.15,6.122105263
XXT,162,VEGF,Control,2.06,6.122105263
XXT,170,VEGF,Control,6.27,6.122105263
XXT,158,VEGF,Control,2.06,6.122105263
XXT,160,VEGF,Control,2.34,6.122105263
XYT,165,VEGF,Control,2.06,6.122105263
XYT,167,VEGF,Control,2.06,6.122105263
XYT,168,VEGF,Control,51.74,6.122105263
XYT,159,VEGF,Control,2.06,6.122105263
XXO,202,VEGF,Cuprizone,2.06,6.122105263
XXO,203,VEGF,Cuprizone,2.06,6.122105263
XXO,204,VEGF,Cuprizone,2.06,6.122105263
XXO,164,VEGF,Cuprizone,3.15,6.122105263
XYO,176,VEGF,Cuprizone,2.06,6.122105263
XYO,179,VEGF,Cuprizone,4.32,6.122105263
XYO,185,VEGF,Cuprizone,2.06,6.122105263
XYO,177,VEGF,Cuprizone,2.06,6.122105263
XXT,178,VEGF,Cuprizone,3.08,6.122105263
XXT,193,VEGF,Cuprizone,3.29,6.122105263
XXT,184,VEGF,Cuprizone,2.87,6.122105263
XXT,175,VEGF,Cuprizone,2.06,6.122105263
XXT,181,VEGF,Cuprizone,2.06,6.122105263
XXT,182,VEGF,Cuprizone,2.47,6.122105263
XYT,186,VEGF,Cuprizone,2.06,6.122105263
XYT,187,VEGF,Cuprizone,4.1,6.122105263
XYT,183,VEGF,Cuprizone,2.06,6.122105263
XYT,180,VEGF,Cuprizone,4.71,6.122105263
XYO,172,VEGF,Control,2.06,6.122105263
XYO,173,VEGF,Control,2.06,6.122105263
XYO,174,VEGF,Control,2.06,6.122105263