X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_F_GDQvsSaline
Zfp426,342.5488237,0.160284703,0.058802315,2.726295309,0.006404967,0.590364336,red,Zfp426
Fam69b,602.7380879,0.160007555,0.072612705,2.200100477,0.027799767,0.717843203,red,Fam69b
Hint2,336.7598158,0.159145586,0.076182977,2.082609832,0.037286802,0.73082813,red,Hint2
Ifnar2,207.1047743,0.15877206,0.077052814,2.057315042,0.039655931,0.73082813,red,Ifnar2
Gm36500,5.031904408,0.158565415,0.07861722,2.04669863,0.040687684,NA,red,Gm36500
Tpst1,566.1650944,0.157768274,0.079366353,1.984646867,0.047183774,0.744195683,red,Tpst1
Apmap,746.8405532,0.157515171,0.074898598,2.103054951,0.035460966,0.73082813,red,Apmap
Rrp1,3034.429137,0.156905517,0.078112478,2.006266183,0.044827856,0.738807193,red,Rrp1
Tfpt,292.2294147,0.156867123,0.068607144,2.281919442,0.022494097,0.707547848,red,Tfpt
Wdr35,521.7210491,0.15685822,0.067038967,2.339026712,0.019334051,0.707547848,red,Wdr35
Glmn,141.9616385,0.156742648,0.078913408,1.996085613,0.045924605,0.744195683,red,Glmn
Ccdc12,342.5213873,0.15500993,0.070623059,2.19182095,0.028392438,0.717843203,red,Ccdc12
Pde12,227.0583783,0.154044051,0.072126685,2.124089999,0.033662619,0.73082813,red,Pde12
Fads3,437.8363577,0.154018902,0.071971492,2.135494759,0.032720618,0.73082813,red,Fads3
Ptcd2,355.0173143,0.15396345,0.065896878,2.330848276,0.019761361,0.707547848,red,Ptcd2
Ppp1r1c,2.088244084,0.153746532,0.059521668,2.310003553,0.020887957,NA,red,Ppp1r1c
AW209491,383.6116774,0.153565832,0.075460696,2.03083784,0.042271447,0.73082813,red,AW209491
Tceal3,1281.512085,0.153432835,0.077741125,1.969731565,0.048869143,0.744195683,red,Tceal3
Lactb,211.1045198,0.152977913,0.065216204,2.344869112,0.01903376,0.707547848,red,Lactb
Snapc2,296.1777251,0.152945897,0.067044319,2.276407442,0.022821635,0.707547848,red,Snapc2
Actr8,541.5721493,0.152771779,0.070170863,2.171803277,0.029870504,0.73082813,red,Actr8
Cnot11,352.4736221,0.152761085,0.075743327,2.012461138,0.044171349,0.734437495,red,Cnot11
Lsm3,191.7597793,0.152661057,0.068845152,2.224717039,0.02610024,0.71436293,red,Lsm3
Spink4,2.683965983,0.152440376,0.066584548,2.242057791,0.024957637,NA,red,Spink4
Taf8,241.2201721,0.152357947,0.073997649,2.052375535,0.04013318,0.73082813,red,Taf8
1110059G10Rik,268.810752,0.151821144,0.068182869,2.22664242,0.025971182,0.71436293,red,1110059G10Rik
Rpl36a-ps2,258.4006658,0.151511582,0.072613164,2.087510117,0.036842048,0.73082813,red,Rpl36a-ps2
Cxcl9,2.96657174,0.151367658,0.052750205,2.803031843,0.005062467,NA,red,Cxcl9
Laptm4b,1229.387578,0.151287261,0.063984425,2.362402123,0.018156935,0.707547848,red,Laptm4b
Polr1d,841.3300372,0.151204347,0.067334636,2.24458508,0.024794781,0.707996724,red,Polr1d
Timm13,1127.549566,0.150822786,0.074362847,2.025686855,0.042796885,0.73082813,red,Timm13
Rad50,203.4097983,0.150182732,0.071793763,2.101974248,0.035555532,0.73082813,red,Rad50
C1qc,901.7350167,0.149848963,0.065820111,2.275199448,0.022893968,0.707547848,red,C1qc
Atp6v1f,1902.84347,0.149723273,0.059135134,2.531034436,0.011372668,0.666409861,red,Atp6v1f
Msto1,247.2295851,0.149572942,0.070550706,2.117134077,0.03424847,0.73082813,red,Msto1
Kcng1,473.7123086,0.148286377,0.071678069,2.066366209,0.038793914,0.73082813,red,Kcng1
Tmem108,353.0863111,0.148280671,0.074272245,1.992789823,0.046284467,0.744195683,red,Tmem108
Fam57a,196.1242884,0.148084894,0.074742263,1.979231843,0.047789909,0.744195683,red,Fam57a
Tmem258,538.8941796,0.147650417,0.054313236,2.715062973,0.006626317,0.590364336,red,Tmem258
Gm13302,1.658573134,0.147328274,0.050538233,2.82767718,0.004688706,NA,red,Gm13302
Taf6,283.9332789,0.146723252,0.068228054,2.147244344,0.031773834,0.73082813,red,Taf6
Cbr1,1012.147736,0.146556676,0.071093952,2.059431408,0.03945293,0.73082813,red,Cbr1
Hs6st1,585.338778,0.146123381,0.073819692,1.973602402,0.04842697,0.744195683,red,Hs6st1
Tmed4,1180.692587,0.145958073,0.061789549,2.358869186,0.018330716,0.707547848,red,Tmed4
Aup1,569.7735373,0.145794363,0.069216743,2.106160975,0.035190372,0.73082813,red,Aup1
Mnat1,282.5945516,0.145507932,0.072601383,2.004851429,0.044978933,0.739642402,red,Mnat1
Mcfd2,1232.278587,0.145359819,0.067546903,2.150521948,0.031513952,0.73082813,red,Mcfd2
Bysl,332.3709397,0.144653715,0.069813388,2.065775779,0.038849656,0.73082813,red,Bysl
Psmd4,1264.344814,0.143905529,0.062231361,2.309616322,0.020909405,0.707547848,red,Psmd4
Tmem147,1178.112051,0.143599647,0.059540173,2.411173397,0.015901287,0.707547848,red,Tmem147
Fam192a,488.4032294,0.141952022,0.061895396,2.29073564,0.021978708,0.707547848,red,Fam192a
Park7,2113.228968,0.141754071,0.062580632,2.263909336,0.023579692,0.707547848,red,Park7
Acsl1,573.6610507,0.141749675,0.064674623,2.191942259,0.028383676,0.717843203,red,Acsl1
Dph7,300.4381702,0.141322324,0.071343036,1.980108634,0.047691323,0.744195683,red,Dph7
Cbwd1,215.1277333,0.141315672,0.071052071,2.00333991,0.045140817,0.740989616,red,Cbwd1
Bhlhe23,3.218204693,0.141242249,0.058653311,2.341774695,0.019192297,NA,red,Bhlhe23
Gm12258,304.2813214,0.14098964,0.070958223,1.992922506,0.046269933,0.744195683,red,Gm12258
Ccdc71,409.2834845,0.140985406,0.066053407,2.129888916,0.033180785,0.73082813,red,Ccdc71
4930404N11Rik,3.437973738,0.140602431,0.068326361,1.985072086,0.047136452,NA,red,4930404N11Rik
Yipf3,662.5779527,0.139894047,0.070272302,1.986361389,0.046993211,0.744195683,red,Yipf3
Ints11,285.5014253,0.139081604,0.066475036,2.09101427,0.036526785,0.73082813,red,Ints11
D230025D16Rik,403.1286127,0.138905015,0.06822037,2.031956534,0.042158056,0.73082813,red,D230025D16Rik
Tmem143,321.9409385,0.138678053,0.058724819,2.357255383,0.018410581,0.707547848,red,Tmem143
Snx25,820.3712117,0.138623647,0.045894366,3.019352191,0.002533159,0.484320111,red,Snx25
Gm26728,2.874018287,0.138622133,0.065755237,2.104135154,0.035366659,NA,red,Gm26728
Daxx,321.4041482,0.138593732,0.064578689,2.1385641,0.032470988,0.73082813,red,Daxx
4930593C16Rik,1.738690188,0.1379822,0.054188707,2.270620504,0.023169961,NA,red,4930593C16Rik
Ttc33,606.2625264,0.137808049,0.061765281,2.231621105,0.025640016,0.71436293,red,Ttc33
Gm13092,4.05230864,0.137701908,0.075469871,2.063439007,0.039070937,NA,red,Gm13092
Gm45893,3.285171514,0.137620396,0.070150912,2.207570832,0.027274204,NA,red,Gm45893
Aar2,625.5876234,0.136829534,0.061357618,2.228301326,0.025860428,0.71436293,red,Aar2
Cxxc5,1016.909089,0.135968822,0.064924475,2.094639409,0.036203059,0.73082813,red,Cxxc5
Tmem230,333.7557522,0.135833497,0.069233124,1.959968578,0.049999463,0.744195683,red,Tmem230
B4galt5,616.2217918,0.135468059,0.0642593,2.104490953,0.035335643,0.73082813,red,B4galt5
Rammet,914.1056731,0.135430309,0.064850186,2.088106804,0.036788201,0.73082813,red,Rammet
Cacybp,1419.219741,0.134383131,0.060556942,2.218283788,0.026535489,0.714760317,red,Cacybp
Gm9522,2.18279849,0.134293201,0.050827179,2.243794215,0.024845645,NA,red,Gm9522
Ncoa4,553.1244437,0.133902138,0.055744796,2.402474794,0.016284557,0.707547848,red,Ncoa4
Gm20644,0.863251528,0.133252112,0.036815722,2.915378966,0.003552569,NA,red,Gm20644
Cby1,773.8608454,0.132085295,0.055620386,2.375374022,0.017531176,0.707547848,red,Cby1
AC110534.3,4.10646168,0.131941487,0.066825219,1.981242158,0.047564124,NA,red,AC110534.3
Cnpy1,22.78538561,0.13126237,0.076474185,-2.311162934,0.020823857,NA,red,Cnpy1
Gm34278,1.61714674,0.131195355,0.053540296,2.058292878,0.039562027,NA,red,Gm34278
Zfp672,406.8081981,0.13065083,0.055271491,2.360510569,0.018249798,0.707547848,red,Zfp672
Tmem109,551.1241216,0.13041109,0.062315034,2.093069724,0.036342931,0.73082813,red,Tmem109
Ap1g1,808.4017221,0.130198125,0.055661443,2.337942981,0.019390206,0.707547848,red,Ap1g1
Exosc10,545.1879244,0.129904851,0.056176632,2.311196002,0.020822031,0.707547848,red,Exosc10
Nup50,514.3875804,0.129323455,0.059158699,2.18203056,0.029107277,0.725662648,red,Nup50
Pgk1,5009.446788,0.129234478,0.06587108,1.961558699,0.049813885,0.744195683,red,Pgk1
Als2,590.4677166,0.128958186,0.055240425,2.330526375,0.019778348,0.707547848,red,Als2
Ccl2,2.419992936,0.128120124,0.054214123,2.079695542,0.037553467,NA,red,Ccl2
Slc35b2,686.1936808,0.127051487,0.058935327,2.152650415,0.031346163,0.73082813,red,Slc35b2
Tubb4b,3145.174039,0.126738467,0.063258961,2.002713001,0.045208102,0.740989616,red,Tubb4b
Raly,1038.617144,0.126036661,0.059955657,2.100657555,0.035671038,0.73082813,red,Raly
Abcf2,1009.395254,0.125798908,0.058859293,2.135359743,0.032731636,0.73082813,red,Abcf2
Mrpl42,840.9921423,0.124892215,0.055160048,2.26250574,0.023666175,0.707547848,red,Mrpl42
H2afz,1898.351267,0.124870073,0.059229418,2.107528362,0.035071806,0.73082813,red,H2afz
Ube2z,1346.226329,0.124590357,0.051874718,2.400721771,0.016362772,0.707547848,red,Ube2z
Ppp1r11,930.1089705,0.123726075,0.060865343,2.03225953,0.042127389,0.73082813,red,Ppp1r11
Zfp251,760.3421244,0.122412597,0.052530055,2.326622246,0.019985379,0.707547848,red,Zfp251
Cpsf3,537.3068026,0.122082479,0.052012121,2.344715572,0.019041599,0.707547848,red,Cpsf3
Snrpd2,1346.818305,0.12119049,0.059057982,2.050770209,0.04028933,0.73082813,red,Snrpd2
Hikeshi,505.1345892,0.121131901,0.059214785,2.044039993,0.040949596,0.73082813,red,Hikeshi
Becn1,1138.778244,0.120206543,0.038832798,3.093976066,0.001974934,0.461883813,red,Becn1
D830025C05Rik,2.794369292,0.120166197,0.062716075,2.076295634,0.037866617,NA,red,D830025C05Rik
Ephx3,1.854085535,0.119318176,0.052891314,2.138144041,0.032505054,NA,red,Ephx3
Batf,4.203941619,0.118191915,0.070654494,2.144939817,0.031957659,NA,red,Batf
Mul1,720.6440656,0.118130529,0.053815434,2.192903008,0.028314368,0.717843203,red,Mul1
Anapc2,1126.68256,0.117002549,0.056964495,2.05239931,0.040130872,0.73082813,red,Anapc2
Dhx29,349.6407319,0.115700795,0.058325015,1.973654941,0.048420992,0.744195683,red,Dhx29
Ciapin1,595.8932471,0.115525899,0.058768304,1.965106591,0.049401902,0.744195683,red,Ciapin1
Pi4k2a,1194.811678,0.114967322,0.055807768,2.05921607,0.039473544,0.73082813,red,Pi4k2a
Pmpcb,769.1522018,0.114313438,0.051632135,2.212501979,0.026932,0.717843203,red,Pmpcb
Htatsf1,925.5645279,0.114174597,0.056395001,2.023650018,0.043006175,0.730840045,red,Htatsf1
Zrsr2,622.4919884,0.113980563,0.05760315,1.975949746,0.048160469,0.744195683,red,Zrsr2
Hspd1,1762.118145,0.113966625,0.057907815,1.966194098,0.049276194,0.744195683,red,Hspd1
Pou2f3,2.516749719,0.112586595,0.06057324,2.096316965,0.036054083,NA,red,Pou2f3
Eif1b,1673.191815,0.112094157,0.055842117,2.006307787,0.04482342,0.738807193,red,Eif1b
Angpt4,1.310327335,0.110244587,0.045771953,3.204359184,0.001353635,NA,red,Angpt4
Cdc23,619.1948424,0.109100927,0.054597722,1.997595936,0.045760484,0.744195683,red,Cdc23
Gm15910,2.467366626,0.106382924,0.056401019,1.996442985,0.045885726,NA,red,Gm15910
Uck1,643.2301854,0.10633312,0.053460655,1.98844807,0.046762157,0.744195683,red,Uck1
Erp29,1181.084911,0.106105026,0.052286641,2.028144246,0.042545528,0.73082813,red,Erp29
Ubl4a,928.462829,0.105368442,0.053450763,1.970744826,0.04875307,0.744195683,red,Ubl4a
Aqp6,3.387848659,0.104627675,0.051253385,2.004746792,0.044990123,NA,red,Aqp6
Rexo2,892.6204758,0.100777759,0.051094805,1.971973466,0.048612636,0.744195683,red,Rexo2
Ighg2b,5.732540418,0.099230996,0.033383363,2.38169448,0.017233188,NA,blue,Ighg2b
Ppp1ca,3676.103866,0.099142287,0.048978487,2.024194978,0.042950094,0.73082813,blue,Ppp1ca
4933428P19Rik,1.82962722,0.097700546,0.053536407,2.105260906,0.035268603,NA,blue,4933428P19Rik
Gm30313,1.29060405,0.096427143,0.044780483,2.741598098,0.00611411,NA,blue,Gm30313
D730045B01Rik,1.923895961,0.096317296,0.055459103,1.965622421,0.049342242,NA,blue,D730045B01Rik
2310008N11Rik,1.492242828,0.093795812,0.048476844,2.187662442,0.0286942,NA,blue,2310008N11Rik
Gm46419,0.856809152,0.090976819,0.038816851,2.418488716,0.015585129,NA,blue,Gm46419
Lsm14a,1184.966822,0.090301918,0.040560885,2.225471718,0.026049588,0.71436293,blue,Lsm14a
Gm45509,0.937835209,0.089976226,0.041240527,2.429996136,0.015098984,NA,blue,Gm45509
Ssmem1,1.322501979,0.089023401,0.042795743,2.121585631,0.03387255,NA,blue,Ssmem1
Tmed10,2140.305031,0.089011159,0.043170045,2.062534136,0.039156911,0.73082813,blue,Tmed10
Fbxo18,799.5857382,0.086600521,0.042887634,2.014362906,0.043971446,0.734437495,blue,Fbxo18
Myadml2os,1.450527353,0.08580311,0.048575279,2.599935217,0.009324136,NA,blue,Myadml2os
Gm3448,0.770884096,0.085321915,0.034806997,2.499677986,0.012430624,NA,blue,Gm3448
Ddb1,2866.350645,0.083800214,0.035511705,2.360291738,0.018260568,0.707547848,blue,Ddb1
Trav3-4,1.621166014,0.081876523,0.047681668,2.088619859,0.036741956,NA,blue,Trav3-4
Gm3020,0.922165942,0.079578387,0.038887992,2.508744896,0.012116095,NA,blue,Gm3020
Gm5171,1.241401832,0.07726554,0.048467043,2.090554779,0.036567993,NA,blue,Gm5171
Gm12227,1.481256019,0.076936131,0.043691069,2.046804278,0.040677306,NA,blue,Gm12227
Gm30054,1.103097157,0.074159317,0.041901782,2.295295567,0.021716191,NA,blue,Gm30054
Gm37164,0.847132277,0.0701949,0.038310558,2.08567106,0.03700843,NA,blue,Gm37164
Gm25776,1.291295311,0.068610361,0.038304684,2.36753306,0.01790712,NA,blue,Gm25776
Gm46212,0.673924073,0.067462972,0.033086008,2.123111585,0.033744502,NA,blue,Gm46212
Cct8l1,1.010583894,0.065154767,0.040638034,2.08723487,0.036866909,NA,blue,Cct8l1
Gm38165,1.032518346,0.064872332,0.040722623,2.104507851,0.03533417,NA,blue,Gm38165
Gm16010,1.08086245,0.063399881,0.04028201,2.106299066,0.035178382,NA,blue,Gm16010
Gm47980,1.275041405,0.062801535,0.045702004,2.317415882,0.020481088,NA,blue,Gm47980
S100a14,0.828998248,0.0607412,0.032209499,2.139836365,0.032367993,NA,blue,S100a14
Gm43864,1.170396764,0.05916205,0.036178883,2.35315424,0.018614911,NA,blue,Gm43864
Rpl22-ps1,0.993824025,0.055980351,0.041550814,2.028916882,0.042466757,NA,blue,Rpl22-ps1
Gm11820,1.291362822,-0.051410074,0.035586847,-1.971371033,0.048681452,NA,blue,Gm11820
Gm48397,0.826110707,-0.057899006,0.035215581,-2.143198344,0.032097175,NA,blue,Gm48397
Gm47815,0.713525999,-0.061396973,0.032139708,-2.180358628,0.029230888,NA,blue,Gm47815
Dmbt1,1.004705676,-0.065884501,0.030343046,-2.545116892,0.010924116,NA,blue,Dmbt1
Ctla2b,0.638925761,-0.067985622,0.028307495,-2.069717124,0.038478842,NA,blue,Ctla2b
A530064N14Rik,1.420556786,-0.068509227,0.045686947,-2.378906887,0.017364062,NA,blue,A530064N14Rik
Atp6v0d2,0.73619807,-0.068695176,0.034178183,-1.96442811,0.049480466,NA,blue,Atp6v0d2
CT010583.2,0.601704107,-0.068712089,0.029325861,-2.064241706,0.038994805,NA,blue,CT010583.2
Chil6,0.827233578,-0.069221013,0.032156326,-2.244114337,0.024825046,NA,blue,Chil6
Spaca5,1.266186086,-0.069273627,0.041747263,-2.195775571,0.028108011,NA,blue,Spaca5
Cyp2g1,10.2223115,-0.069407698,0.032223997,-2.194824524,0.028176188,NA,blue,Cyp2g1
AC154912.4,0.771023342,-0.071420627,0.036495671,-2.005380074,0.04492243,NA,blue,AC154912.4
Gm6134,0.566197659,-0.071478738,0.028647005,-2.065928844,0.038835199,NA,blue,Gm6134
Lyz1,1.172131921,-0.071543787,0.036288992,-2.504001546,0.01227975,NA,blue,Lyz1
Slc25a31,2.16664557,-0.07158043,0.04400771,-2.191618678,0.028407052,NA,blue,Slc25a31
Chst13,0.702941738,-0.073512188,0.03238433,-2.019212423,0.043465146,NA,blue,Chst13
Gm4869,1.711034548,-0.074577138,0.035306428,-2.370904302,0.017744625,NA,blue,Gm4869
Tppp,7915.013435,-0.074816883,0.034788913,-2.150481872,0.031517118,0.73082813,blue,Tppp
Gm47133,1.060549189,-0.075069787,0.040242151,-1.961794149,0.049786455,NA,blue,Gm47133
Olfr70,0.660840297,-0.075438842,0.034244787,-2.002633451,0.045216647,NA,blue,Olfr70
Gm34821,1.388290131,-0.076769888,0.04890884,-2.174449714,0.029671378,NA,blue,Gm34821
Gm5655,1.265733001,-0.077348784,0.043449337,-2.061771609,0.039229485,NA,blue,Gm5655
Apol7d,1.623695343,-0.07947662,0.04741134,-2.004608597,0.045004907,NA,blue,Apol7d
Gm44433,0.961938851,-0.081627356,0.041042878,-2.223691536,0.026169205,NA,blue,Gm44433
Dnajc5b,0.968120233,-0.082138327,0.035993376,-2.300099926,0.021442559,NA,blue,Dnajc5b
Gm13648,1.609984745,-0.083731084,0.041817987,-2.043350521,0.041017752,NA,blue,Gm13648
Ppbp,2.458270631,-0.084409466,0.043265634,-1.960724927,0.04991112,NA,blue,Ppbp
Pth2,1.393491975,-0.084634634,0.040993032,-2.089469816,0.036665452,NA,blue,Pth2
Gm26521,1.011811234,-0.084918319,0.041681011,-2.302114321,0.021328726,NA,blue,Gm26521
Cyp2a5,18.42115649,-0.084921993,0.039517587,-2.118648478,0.034120186,NA,blue,Cyp2a5
Ctdnep1,960.3507628,-0.086034429,0.043175785,-1.992801851,0.046283149,0.744195683,blue,Ctdnep1
5330437M03Rik,0.855631916,-0.086173981,0.038454799,-2.481026414,0.013100466,NA,blue,5330437M03Rik
Gm40437,0.881945647,-0.087273989,0.037476615,-2.299897578,0.021454023,NA,blue,Gm40437
Slc3a1,1.342912119,-0.088156674,0.043661844,-1.962031759,0.049758787,NA,blue,Slc3a1
Gm17045,0.737908551,-0.088430309,0.036824407,-2.46488037,0.0137059,NA,blue,Gm17045
Gm15204,1.28801167,-0.088463249,0.039929495,-2.298742104,0.021519588,NA,blue,Gm15204
Lhx8,1.414402779,-0.088986372,0.037763282,-2.659804016,0.007818613,NA,blue,Lhx8
Mcpt4,2.124639551,-0.089295384,0.04424315,-2.226322743,0.025992571,NA,blue,Mcpt4
Fam168b,5451.503644,-0.090209253,0.041559949,-2.170452625,0.029972574,0.73082813,blue,Fam168b
Rasgef1a,5883.940567,-0.091759248,0.044383018,-2.067197174,0.038715578,0.73082813,blue,Rasgef1a
Gm26461,1.22986382,-0.091980544,0.04338678,-2.056339595,0.039749794,NA,blue,Gm26461
Tarm1,1.071475845,-0.092101387,0.041211897,-2.208458699,0.027212314,NA,blue,Tarm1
Gm16685,1.205312146,-0.092368962,0.040088381,-2.56452021,0.010331856,NA,blue,Gm16685
Gm28196,0.944943564,-0.09297338,0.032452439,-2.674221413,0.007490298,NA,blue,Gm28196
1700027H10Rik,1.075749507,-0.093072828,0.040699827,-2.231791205,0.025628766,NA,blue,1700027H10Rik
Gm26403,1.000536871,-0.093141095,0.0350325,-2.237393316,0.025260645,NA,blue,Gm26403
Bpifb3,9.766041978,-0.094679803,0.039512154,-2.969798891,0.002979948,NA,blue,Bpifb3
Muc5b,2.292265068,-0.095162991,0.048457373,-2.259935791,0.023825236,NA,blue,Muc5b
Gm15928,1.082140008,-0.0957012,0.037804544,-2.542711268,0.010999608,NA,blue,Gm15928
Opa3,1048.496481,-0.096445817,0.046745737,-2.063182063,0.039095334,0.73082813,blue,Opa3
Gm34882,1.989584354,-0.098071505,0.055931104,-2.086503636,0.036933026,NA,blue,Gm34882
Tfap2c,1.417818015,-0.09851026,0.048656108,-2.143568977,0.032067439,NA,blue,Tfap2c
2510009E07Rik,956.0370475,-0.098675044,0.047466868,-2.075551279,0.037935472,0.73082813,blue,2510009E07Rik
Cdk19,1305.114212,-0.098770666,0.050159434,-1.968253222,0.049038909,0.744195683,blue,Cdk19
Thap8,1.579471414,-0.098849202,0.053095892,-2.289051239,0.022076375,NA,blue,Thap8
Gpx6,2.061873,-0.099065915,0.038481204,-2.498416534,0.012474952,NA,blue,Gpx6
Gm4657,1.747011683,-0.099353387,0.053283805,-1.993007709,0.046260603,NA,blue,Gm4657
Fbxl20,704.0034715,-0.099925366,0.048638876,-2.055764144,0.039805256,0.73082813,blue,Fbxl20
Gm11770,1.507316748,-0.100175974,0.044663423,-2.305086563,0.021161726,NA,blue,Gm11770
Gm27027,1.325757245,-0.100722016,0.041525209,-2.124098117,0.03366194,NA,blue,Gm27027
Gm43917,1.054349824,-0.101324475,0.039955103,-2.329037534,0.019857077,NA,blue,Gm43917
Emc1,865.146223,-0.101356445,0.048077716,-2.107373387,0.035085227,0.73082813,blue,Emc1
Vamp2,13588.5043,-0.102644974,0.043643484,-2.351903596,0.018677615,0.707547848,blue,Vamp2
Tpsb2,2.715133724,-0.103269159,0.042134951,-1.993285972,0.046230142,NA,blue,Tpsb2
Gm42467,1.199713608,-0.103479615,0.041571689,-2.08387134,0.037171872,NA,blue,Gm42467
Trappc10,1705.516251,-0.104085467,0.044371025,-2.345451802,0.019004035,0.707547848,blue,Trappc10
